title,purpose,category,officer_role,officer_name,officer_party
All-Party Parliamentary Group on the Prevention of Plastic Waste,To monitor the progress of the 25 Year Environment Plan in relation to plastic waste; to raise issues relating to the impact of plastic waste on our environment; and to provide a cross-party forum to work towards the minimisation of plastic waste.,Subject,Vice Chair,Vicky Ford,Conservative
All-Party Parliamentary Group for Plumbers' Pensions,To consider the difficulties arising from the section 75 employer debt provision of the Pensions Act 1995 as it applied to the plumbers' occupational pension scheme administered by the Plumbing & Mechanical Services (UK) Industry Pension Scheme.,Subject,Chair & Registered Contact,Pete Wishart,Scottish National Party
All-Party Parliamentary Group for Plumbers' Pensions,To consider the difficulties arising from the section 75 employer debt provision of the Pensions Act 1995 as it applied to the plumbers' occupational pension scheme administered by the Plumbing & Mechanical Services (UK) Industry Pension Scheme.,Subject,Vice Chair,Kirstene Hair,Conservative
All-Party Parliamentary Group for Plumbers' Pensions,To consider the difficulties arising from the section 75 employer debt provision of the Pensions Act 1995 as it applied to the plumbers' occupational pension scheme administered by the Plumbing & Mechanical Services (UK) Industry Pension Scheme.,Subject,Secretary,Mr Alistair Carmichael,Liberal Democrat
All-Party Parliamentary Group for Plumbers' Pensions,To consider the difficulties arising from the section 75 employer debt provision of the Pensions Act 1995 as it applied to the plumbers' occupational pension scheme administered by the Plumbing & Mechanical Services (UK) Industry Pension Scheme.,Subject,Treasurer,Ged Killen,Labour (Co-op)
All-Party Parliamentary Group on Policing and Security,To promote better understanding of policing and security issues amongst both Houses of Parliament.,Subject,Chair & Registered Contact,Sir Paul Beresford,Conservative
All-Party Parliamentary Group on Policing and Security,To promote better understanding of policing and security issues amongst both Houses of Parliament.,Subject,Co-Chair,Lord Harris of Haringey,Labour
All-Party Parliamentary Group on Policing and Security,To promote better understanding of policing and security issues amongst both Houses of Parliament.,Subject,Vice Chair,John Howell,Conservative
All-Party Parliamentary Group on Policing and Security,To promote better understanding of policing and security issues amongst both Houses of Parliament.,Subject,Vice Chair,Judith Cummins,Labour
All-Party Parliamentary Group on Policing and Security,To promote better understanding of policing and security issues amongst both Houses of Parliament.,Subject,Secretary,Baroness Harris of Richmond,Liberal Democrat
All-Party Parliamentary Group on Polo,To support and promote the sport of polo in the UK.,Subject,Chair & Registered Contact,Mr John Whittingdale,Conservative
All-Party Parliamentary Group on Polo,To support and promote the sport of polo in the UK.,Subject,Vice Chair,Christian Matheson,Labour
All-Party Parliamentary Group on Polo,To support and promote the sport of polo in the UK.,Subject,Vice Chair,James Gray,Conservative
All-Party Parliamentary Group on Polo,To support and promote the sport of polo in the UK.,Subject,Vice Chair,Mark Garnier,Conservative
All-Party Parliamentary Group on Polo,To support and promote the sport of polo in the UK.,Subject,Officer,Sir Nicholas Soames,Conservative
All-Party Parliamentary Group on Polo,To support and promote the sport of polo in the UK.,Subject,Officer,Sir Geoffrey Clifton-Brown,Conservative
All-Party Parliamentary Group on Polo,To support and promote the sport of polo in the UK.,Subject,Officer,Richard Benyon,Conservative
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Chair & Registered Contact,Mrs Pauline Latham,Conservative
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Co-Chair,Baroness Tonge,Non-affiliated
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Vice Chair,Lord Patel,Crossbench
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Vice Chair,Holly Lynch,Labour
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Vice Chair,Baroness Hussein-Ece,Liberal Democrat
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Secretary,Liz McInnes,Labour
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Secretary,Baroness Uddin,Non-affiliated
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Treasurer,Baroness Jenkin of Kennington,Conservative
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Treasurer,Baroness Northover,Liberal Democrat
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Officer,Mr Virendra Sharma,Labour
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Officer,Lord Mann,Non-affiliated
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Officer,Baroness Blackstone,Labour Independent
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Officer,Baroness Sheehan,Liberal Democrat
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Officer,Baroness Flather,Crossbench
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Officer,Baroness Barker,Liberal Democrat
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Officer,Baroness Massey of Darwen,Labour
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Officer,Lord Hussain,Liberal Democrat
"All-Party Parliamentary Group  on Population, Development and Reproductive Health",To ensure the full implementation of the International Conference on Population and Development's programme of Action with specific reference to stabilisation of the world's population through choice and ensuring sustainable development in the UK and abroad.,Subject,Officer,Lord Cameron of Dillington,Crossbench
All-Party Parliamentary Group on Post Offices,To raise awareness of the important economic and social contribution post offices and post masters make; to ensure their position as a vital public service; and to provide input into the areas of public policy which affect the post office.,Subject,Chair & Registered Contact,Gill Furniss,Labour
All-Party Parliamentary Group on Post Offices,To raise awareness of the important economic and social contribution post offices and post masters make; to ensure their position as a vital public service; and to provide input into the areas of public policy which affect the post office.,Subject,Vice Chair,Hugh Gaffney,Labour
All-Party Parliamentary Group on Post Offices,To raise awareness of the important economic and social contribution post offices and post masters make; to ensure their position as a vital public service; and to provide input into the areas of public policy which affect the post office.,Subject,Vice Chair,Derek Thomas,Conservative
All-Party Parliamentary Group on Post Offices,To raise awareness of the important economic and social contribution post offices and post masters make; to ensure their position as a vital public service; and to provide input into the areas of public policy which affect the post office.,Subject,Secretary,Lord Arbuthnot of Edrom,Conservative
All-Party Parliamentary Group on Post Offices,To raise awareness of the important economic and social contribution post offices and post masters make; to ensure their position as a vital public service; and to provide input into the areas of public policy which affect the post office.,Subject,Treasurer,Lord Hain,Labour
"All-Party Parliamentary Group for Post-Brexit Funding for Nations, Regions and Local Areas",The EU is the largest financial contributor to UK regional development. After Brexit the government will establish a UK Shared Prosperity Fund. The APPG intends to shape thinking and engage in the details of the fund and new system of regional funding and policies after Brexit.,Subject,Chair & Registered Contact,Stephen Kinnock,Labour
"All-Party Parliamentary Group for Post-Brexit Funding for Nations, Regions and Local Areas",The EU is the largest financial contributor to UK regional development. After Brexit the government will establish a UK Shared Prosperity Fund. The APPG intends to shape thinking and engage in the details of the fund and new system of regional funding and policies after Brexit.,Subject,Vice Chair,Bill Grant,Conservative
"All-Party Parliamentary Group for Post-Brexit Funding for Nations, Regions and Local Areas",The EU is the largest financial contributor to UK regional development. After Brexit the government will establish a UK Shared Prosperity Fund. The APPG intends to shape thinking and engage in the details of the fund and new system of regional funding and policies after Brexit.,Subject,Vice Chair,Anna McMorrin,Labour
"All-Party Parliamentary Group for Post-Brexit Funding for Nations, Regions and Local Areas",The EU is the largest financial contributor to UK regional development. After Brexit the government will establish a UK Shared Prosperity Fund. The APPG intends to shape thinking and engage in the details of the fund and new system of regional funding and policies after Brexit.,Subject,Vice Chair,Chris Stephens,Scottish National Party
"All-Party Parliamentary Group for Post-Brexit Funding for Nations, Regions and Local Areas",The EU is the largest financial contributor to UK regional development. After Brexit the government will establish a UK Shared Prosperity Fund. The APPG intends to shape thinking and engage in the details of the fund and new system of regional funding and policies after Brexit.,Subject,Vice Chair,Jo Platt,Labour (Co-op)
All-Party Parliamentary Group on Poverty,"To provide awareness of the impact of poverty, its causes and consequences, and to encourage the spread of good practice to alleviate and eliminate it.",Subject,Chair & Registered Contact,Kevin Hollinrake,Conservative
All-Party Parliamentary Group on Poverty,"To provide awareness of the impact of poverty, its causes and consequences, and to encourage the spread of good practice to alleviate and eliminate it.",Subject,Co-Chair,Neil Gray,Scottish National Party
All-Party Parliamentary Group on Poverty,"To provide awareness of the impact of poverty, its causes and consequences, and to encourage the spread of good practice to alleviate and eliminate it.",Subject,Vice Chair,Baroness Lister of Burtersett,Labour
All-Party Parliamentary Group on Poverty,"To provide awareness of the impact of poverty, its causes and consequences, and to encourage the spread of good practice to alleviate and eliminate it.",Subject,Vice Chair,Heidi Allen,Liberal Democrat
All-Party Parliamentary Group on Poverty,"To provide awareness of the impact of poverty, its causes and consequences, and to encourage the spread of good practice to alleviate and eliminate it.",Subject,Vice Chair,Lord Bird,Crossbench
All-Party Parliamentary Group on Poverty,"To provide awareness of the impact of poverty, its causes and consequences, and to encourage the spread of good practice to alleviate and eliminate it.",Subject,Vice Chair,Patricia Gibson,Scottish National Party
All-Party Parliamentary Group on Poverty,"To provide awareness of the impact of poverty, its causes and consequences, and to encourage the spread of good practice to alleviate and eliminate it.",Subject,Officer,Lyn Brown,Labour
All-Party Parliamentary Group on Poverty,"To provide awareness of the impact of poverty, its causes and consequences, and to encourage the spread of good practice to alleviate and eliminate it.",Subject,Officer,Baroness Healy of Primrose Hill,Labour
All-Party Parliamentary Group on Poverty,"To provide awareness of the impact of poverty, its causes and consequences, and to encourage the spread of good practice to alleviate and eliminate it.",Subject,Officer,Emma Dent Coad,Labour
All-Party Parliamentary Group on Premature and Sick Babies,"To raise awareness of the issues affecting the parents of premature and sick babies, to create practical action which secures the best quality of life for affected families, and to champion policies which increase the chance of a positive outcome for these babies.",Subject,Chair & Registered Contact,David Linden,Scottish National Party
All-Party Parliamentary Group on Premature and Sick Babies,"To raise awareness of the issues affecting the parents of premature and sick babies, to create practical action which secures the best quality of life for affected families, and to champion policies which increase the chance of a positive outcome for these babies.",Subject,Vice Chair,Jim Shannon,Democratic Unionist Party
All-Party Parliamentary Group on Premature and Sick Babies,"To raise awareness of the issues affecting the parents of premature and sick babies, to create practical action which secures the best quality of life for affected families, and to champion policies which increase the chance of a positive outcome for these babies.",Subject,Vice Chair,Victoria Prentis,Conservative
All-Party Parliamentary Group on Premature and Sick Babies,"To raise awareness of the issues affecting the parents of premature and sick babies, to create practical action which secures the best quality of life for affected families, and to champion policies which increase the chance of a positive outcome for these babies.",Subject,Vice Chair,Mrs Sharon Hodgson,Labour
All-Party Parliamentary Group on Premature and Sick Babies,"To raise awareness of the issues affecting the parents of premature and sick babies, to create practical action which secures the best quality of life for affected families, and to champion policies which increase the chance of a positive outcome for these babies.",Subject,Vice Chair,Kevin Hollinrake,Conservative
All-Party Parliamentary Group on Premature and Sick Babies,"To raise awareness of the issues affecting the parents of premature and sick babies, to create practical action which secures the best quality of life for affected families, and to champion policies which increase the chance of a positive outcome for these babies.",Subject,Vice Chair,Paul Masterton,Conservative
All-Party Parliamentary Group on Premature and Sick Babies,"To raise awareness of the issues affecting the parents of premature and sick babies, to create practical action which secures the best quality of life for affected families, and to champion policies which increase the chance of a positive outcome for these babies.",Subject,Vice Chair,Mr Steve Reed,Labour (Co-op)
All-Party Parliamentary Group on Premature and Sick Babies,"To raise awareness of the issues affecting the parents of premature and sick babies, to create practical action which secures the best quality of life for affected families, and to champion policies which increase the chance of a positive outcome for these babies.",Subject,Secretary,Ben Lake,Plaid Cymru
All-Party Parliamentary Group for Prescribed Drug Dependence,"Increasing numbers of prescriptions for psychoactive drugs are being given to both adults and children, with growing evidence that long-term use leads to worse outcomes. The group will recognise, address and reduce the harm caused by dependence upon these medications.",Subject,Chair & Registered Contact,Sir Oliver Letwin,Independent
All-Party Parliamentary Group for Prescribed Drug Dependence,"Increasing numbers of prescriptions for psychoactive drugs are being given to both adults and children, with growing evidence that long-term use leads to worse outcomes. The group will recognise, address and reduce the harm caused by dependence upon these medications.",Subject,Co-Chair,Norman Lamb,Liberal Democrat
All-Party Parliamentary Group for Prescribed Drug Dependence,"Increasing numbers of prescriptions for psychoactive drugs are being given to both adults and children, with growing evidence that long-term use leads to worse outcomes. The group will recognise, address and reduce the harm caused by dependence upon these medications.",Subject,Co-Chair,Luciana Berger,Liberal Democrat
All-Party Parliamentary Group for Prescribed Drug Dependence,"Increasing numbers of prescriptions for psychoactive drugs are being given to both adults and children, with growing evidence that long-term use leads to worse outcomes. The group will recognise, address and reduce the harm caused by dependence upon these medications.",Subject,Co-Chair,Lucy Powell,Labour (Co-op)
All-Party Parliamentary Group for Prescribed Drug Dependence,"Increasing numbers of prescriptions for psychoactive drugs are being given to both adults and children, with growing evidence that long-term use leads to worse outcomes. The group will recognise, address and reduce the harm caused by dependence upon these medications.",Subject,Co-Chair,Baroness Masham of Ilton,Crossbench
All-Party Parliamentary Group for Prescribed Drug Dependence,"Increasing numbers of prescriptions for psychoactive drugs are being given to both adults and children, with growing evidence that long-term use leads to worse outcomes. The group will recognise, address and reduce the harm caused by dependence upon these medications.",Subject,Co-Chair,The Earl of Sandwich,Crossbench
All-Party Parliamentary Group for Prescribed Drug Dependence,"Increasing numbers of prescriptions for psychoactive drugs are being given to both adults and children, with growing evidence that long-term use leads to worse outcomes. The group will recognise, address and reduce the harm caused by dependence upon these medications.",Subject,Co-Chair,Baroness Stroud,Conservative
All-Party Parliamentary Group on Print,To provide a forum in which issues impacting on the printing industry may be debated; to promote understanding of those issues and of the industry; and to raise the profile of the printing industry among parliamentarians.,Subject,Chair & Registered Contact,Stephen Metcalfe,Conservative
All-Party Parliamentary Group on Print,To provide a forum in which issues impacting on the printing industry may be debated; to promote understanding of those issues and of the industry; and to raise the profile of the printing industry among parliamentarians.,Subject,Co-Chair,Lord O'Neill of Clackmannan,Labour
All-Party Parliamentary Group on Print,To provide a forum in which issues impacting on the printing industry may be debated; to promote understanding of those issues and of the industry; and to raise the profile of the printing industry among parliamentarians.,Subject,Vice Chair,Kevin Hollinrake,Conservative
All-Party Parliamentary Group on Print,To provide a forum in which issues impacting on the printing industry may be debated; to promote understanding of those issues and of the industry; and to raise the profile of the printing industry among parliamentarians.,Subject,Vice Chair,Lord Teverson,Liberal Democrat
All-Party Parliamentary Group for the Private Rented Sector,"To raise greater awareness of the private rented housing sector in Parliament; to provide a forum for parliamentarians to discuss issues pertinent to the sector and engage with ministers, landlords, tenants and other interested parties; and to hold inquiries into policy and operational issues on the sector and produce reports.",Subject,Chair & Registered Contact,Sir Christopher Chope,Conservative
All-Party Parliamentary Group for the Private Rented Sector,"To raise greater awareness of the private rented housing sector in Parliament; to provide a forum for parliamentarians to discuss issues pertinent to the sector and engage with ministers, landlords, tenants and other interested parties; and to hold inquiries into policy and operational issues on the sector and produce reports.",Subject,Vice Chair,Ms Karen Buck,Labour
All-Party Parliamentary Group for the Private Rented Sector,"To raise greater awareness of the private rented housing sector in Parliament; to provide a forum for parliamentarians to discuss issues pertinent to the sector and engage with ministers, landlords, tenants and other interested parties; and to hold inquiries into policy and operational issues on the sector and produce reports.",Subject,Vice Chair,Baroness Grender,Liberal Democrat
All-Party Parliamentary Group for the Private Rented Sector,"To raise greater awareness of the private rented housing sector in Parliament; to provide a forum for parliamentarians to discuss issues pertinent to the sector and engage with ministers, landlords, tenants and other interested parties; and to hold inquiries into policy and operational issues on the sector and produce reports.",Subject,Vice Chair,Lord Bird,Crossbench
All-Party Parliamentary Group for the Private Rented Sector,"To raise greater awareness of the private rented housing sector in Parliament; to provide a forum for parliamentarians to discuss issues pertinent to the sector and engage with ministers, landlords, tenants and other interested parties; and to hold inquiries into policy and operational issues on the sector and produce reports.",Subject,Vice Chair,Kevin Hollinrake,Conservative
All-Party Parliamentary Group for the Private Rented Sector,"To raise greater awareness of the private rented housing sector in Parliament; to provide a forum for parliamentarians to discuss issues pertinent to the sector and engage with ministers, landlords, tenants and other interested parties; and to hold inquiries into policy and operational issues on the sector and produce reports.",Subject,Vice Chair,Richard Benyon,Conservative
All-Party Parliamentary Group for the Private Rented Sector,"To raise greater awareness of the private rented housing sector in Parliament; to provide a forum for parliamentarians to discuss issues pertinent to the sector and engage with ministers, landlords, tenants and other interested parties; and to hold inquiries into policy and operational issues on the sector and produce reports.",Subject,Vice Chair,Sir Geoffrey Clifton-Brown,Conservative
All-Party Parliamentary Pro-Life Group,"To provide a forum for discussion of pro-life issues including abortion, euthanasia and research upon the human embryo.",Subject,Chair & Registered Contact,Fiona Bruce,Conservative
All-Party Parliamentary Pro-Life Group,"To provide a forum for discussion of pro-life issues including abortion, euthanasia and research upon the human embryo.",Subject,Vice Chair,Mary Glindon,Labour
All-Party Parliamentary Pro-Life Group,"To provide a forum for discussion of pro-life issues including abortion, euthanasia and research upon the human embryo.",Subject,Vice Chair,Maria Caulfield,Conservative
All-Party Parliamentary Pro-Life Group,"To provide a forum for discussion of pro-life issues including abortion, euthanasia and research upon the human embryo.",Subject,Vice Chair,Jim Shannon,Democratic Unionist Party
All-Party Parliamentary Pro-Life Group,"To provide a forum for discussion of pro-life issues including abortion, euthanasia and research upon the human embryo.",Subject,Vice Chair,Baroness Masham of Ilton,Crossbench
All-Party Parliamentary Pro-Life Group,"To provide a forum for discussion of pro-life issues including abortion, euthanasia and research upon the human embryo.",Subject,Vice Chair,Jeremy Lefroy,Conservative
All-Party Parliamentary Pro-Life Group,"To provide a forum for discussion of pro-life issues including abortion, euthanasia and research upon the human embryo.",Subject,Vice Chair,Martin Vickers,Conservative
All-Party Parliamentary Pro-Life Group,"To provide a forum for discussion of pro-life issues including abortion, euthanasia and research upon the human embryo.",Subject,Treasurer,Sir Edward Leigh,Conservative
All-Party Parliamentary Pro-Life Group,"To provide a forum for discussion of pro-life issues including abortion, euthanasia and research upon the human embryo.",Subject,Treasurer,Sir Jeffrey M. Donaldson,Democratic Unionist Party
All-Party Parliamentary Group on Prostitution and the Global Sex Trade,"To raise awareness of the impact of the sale of sexual services on those involved and develop proposals for government action; to tackle individuals who create demand for sexual services and those who control prostitution; to protect prostituted women, helping them to exit prostitution; and to prevent girls entering prostitution.",Subject,Chair & Registered Contact,Sarah Champion,Labour
All-Party Parliamentary Group on Prostitution and the Global Sex Trade,"To raise awareness of the impact of the sale of sexual services on those involved and develop proposals for government action; to tackle individuals who create demand for sexual services and those who control prostitution; to protect prostituted women, helping them to exit prostitution; and to prevent girls entering prostitution.",Subject,Vice Chair,Fiona Bruce,Conservative
All-Party Parliamentary Group on Prostitution and the Global Sex Trade,"To raise awareness of the impact of the sale of sexual services on those involved and develop proposals for government action; to tackle individuals who create demand for sexual services and those who control prostitution; to protect prostituted women, helping them to exit prostitution; and to prevent girls entering prostitution.",Subject,Vice Chair,Ronnie Cowan,Scottish National Party
All-Party Parliamentary Group on Prostitution and the Global Sex Trade,"To raise awareness of the impact of the sale of sexual services on those involved and develop proposals for government action; to tackle individuals who create demand for sexual services and those who control prostitution; to protect prostituted women, helping them to exit prostitution; and to prevent girls entering prostitution.",Subject,Vice Chair,Thangam Debbonaire,Labour
All-Party Parliamentary Group on Prostitution and the Global Sex Trade,"To raise awareness of the impact of the sale of sexual services on those involved and develop proposals for government action; to tackle individuals who create demand for sexual services and those who control prostitution; to protect prostituted women, helping them to exit prostitution; and to prevent girls entering prostitution.",Subject,Vice Chair,Carolyn Harris,Labour
All-Party Parliamentary Group on Prostitution and the Global Sex Trade,"To raise awareness of the impact of the sale of sexual services on those involved and develop proposals for government action; to tackle individuals who create demand for sexual services and those who control prostitution; to protect prostituted women, helping them to exit prostitution; and to prevent girls entering prostitution.",Subject,Vice Chair,Lord McColl of Dulwich,Conservative
All-Party Parliamentary Group on Prostitution and the Global Sex Trade,"To raise awareness of the impact of the sale of sexual services on those involved and develop proposals for government action; to tackle individuals who create demand for sexual services and those who control prostitution; to protect prostituted women, helping them to exit prostitution; and to prevent girls entering prostitution.",Subject,Vice Chair,Jess Phillips,Labour
All-Party Parliamentary Group on Prostitution and the Global Sex Trade,"To raise awareness of the impact of the sale of sexual services on those involved and develop proposals for government action; to tackle individuals who create demand for sexual services and those who control prostitution; to protect prostituted women, helping them to exit prostitution; and to prevent girls entering prostitution.",Subject,Vice Chair,Mr Gavin Shuker,Independent
All-Party Parliamentary Group on Psychology,"To raise awareness amongst parliamentarians and policymakers of the importance and relevance of psychology, combining research and best practice briefings to ensure that MPs have access to a psychological evidence- based approach to policy development.",Subject,Chair & Registered Contact,Dr Lisa Cameron,Scottish National Party
All-Party Parliamentary Group on Psychology,"To raise awareness amongst parliamentarians and policymakers of the importance and relevance of psychology, combining research and best practice briefings to ensure that MPs have access to a psychological evidence- based approach to policy development.",Subject,Vice-Chair,Luciana Berger,Liberal Democrat
All-Party Parliamentary Group on Psychology,"To raise awareness amongst parliamentarians and policymakers of the importance and relevance of psychology, combining research and best practice briefings to ensure that MPs have access to a psychological evidence- based approach to policy development.",Subject,Vice-Chair,Baroness Hamwee,Liberal Democrat
All-Party Parliamentary Group on Psychology,"To raise awareness amongst parliamentarians and policymakers of the importance and relevance of psychology, combining research and best practice briefings to ensure that MPs have access to a psychological evidence- based approach to policy development.",Subject,Officer,Lord Balfe,Conservative
All-Party Parliamentary Group on Psychology,"To raise awareness amongst parliamentarians and policymakers of the importance and relevance of psychology, combining research and best practice briefings to ensure that MPs have access to a psychological evidence- based approach to policy development.",Subject,Officer,Lord Alderdice,Liberal Democrat
All-Party Parliamentary Group on Psychology,"To raise awareness amongst parliamentarians and policymakers of the importance and relevance of psychology, combining research and best practice briefings to ensure that MPs have access to a psychological evidence- based approach to policy development.",Subject,Officer,Chris Ruane,Labour
All-Party Parliamentary Group on Psychology,"To raise awareness amongst parliamentarians and policymakers of the importance and relevance of psychology, combining research and best practice briefings to ensure that MPs have access to a psychological evidence- based approach to policy development.",Subject,Officer,Sarah Champion,Labour
All-Party Parliamentary Group on Public Legal Education and Pro Bono,"To promote pro bono work and public legal education (PLE) nationally and internationally, to provide a forum for parliamentarians to work with the legal sector to foster a supportive policy environment for PLE and pro-bono, and encourage/raise awareness of initiatives to improve legal capability and free legal services provision.",Subject,Chair & Registered Contact,Alex Chalk,Conservative
All-Party Parliamentary Group on Public Legal Education and Pro Bono,"To promote pro bono work and public legal education (PLE) nationally and internationally, to provide a forum for parliamentarians to work with the legal sector to foster a supportive policy environment for PLE and pro-bono, and encourage/raise awareness of initiatives to improve legal capability and free legal services provision.",Subject,Co-Chair,Christina Rees,Labour (Co-op)
All-Party Parliamentary Group on Public Legal Education and Pro Bono,"To promote pro bono work and public legal education (PLE) nationally and internationally, to provide a forum for parliamentarians to work with the legal sector to foster a supportive policy environment for PLE and pro-bono, and encourage/raise awareness of initiatives to improve legal capability and free legal services provision.",Subject,Vice Chair,Lord Low of Dalston,Crossbench
All-Party Parliamentary Group on Public Legal Education and Pro Bono,"To promote pro bono work and public legal education (PLE) nationally and internationally, to provide a forum for parliamentarians to work with the legal sector to foster a supportive policy environment for PLE and pro-bono, and encourage/raise awareness of initiatives to improve legal capability and free legal services provision.",Subject,Treasurer,Yvonne Fovargue,Labour
All-Party Parliamentary Group on Public Legal Education and Pro Bono,"To promote pro bono work and public legal education (PLE) nationally and internationally, to provide a forum for parliamentarians to work with the legal sector to foster a supportive policy environment for PLE and pro-bono, and encourage/raise awareness of initiatives to improve legal capability and free legal services provision.",Subject,Secretary,Robert Neill,Conservative
All-Party Parliamentary Group on Public Legal Education and Pro Bono,"To promote pro bono work and public legal education (PLE) nationally and internationally, to provide a forum for parliamentarians to work with the legal sector to foster a supportive policy environment for PLE and pro-bono, and encourage/raise awareness of initiatives to improve legal capability and free legal services provision.",Subject,Officer,Tom Tugendhat,Conservative
All-Party Parliamentary Group on Public Legal Education and Pro Bono,"To promote pro bono work and public legal education (PLE) nationally and internationally, to provide a forum for parliamentarians to work with the legal sector to foster a supportive policy environment for PLE and pro-bono, and encourage/raise awareness of initiatives to improve legal capability and free legal services provision.",Subject,Officer,Andy Slaughter,Labour
All-Party Parliamentary Group on Pubs,"To promote and campaign for the interests of pubs, landlords, and the communities around these pubs.",Subject,Chair & Registered Contact,Toby Perkins,Labour
All-Party Parliamentary Group on Pubs,"To promote and campaign for the interests of pubs, landlords, and the communities around these pubs.",Subject,Vice Chair,Mr Laurence Robertson,Conservative
All-Party Parliamentary Group on Pubs,"To promote and campaign for the interests of pubs, landlords, and the communities around these pubs.",Subject,Vice Chair,Louise Haigh,Labour
All-Party Parliamentary Group on Pubs,"To promote and campaign for the interests of pubs, landlords, and the communities around these pubs.",Subject,Vice Chair,Matt Western,Labour
All-Party Parliamentary Group on Queen's University Belfast,To be the main avenue of communication between parliamentarians and Queen's University Belfast; to provide an opportunity to examine issues relevant to Queen's University Belfast; and to discuss the University's economic and social contribution to the United Kingdom.,Subject,Chair & Registered Contact,Emma Little Pengelly,Democratic Unionist Party
All-Party Parliamentary Group on Queen's University Belfast,To be the main avenue of communication between parliamentarians and Queen's University Belfast; to provide an opportunity to examine issues relevant to Queen's University Belfast; and to discuss the University's economic and social contribution to the United Kingdom.,Subject,Vice Chair,Conor McGinn,Labour
All-Party Parliamentary Group on Queen's University Belfast,To be the main avenue of communication between parliamentarians and Queen's University Belfast; to provide an opportunity to examine issues relevant to Queen's University Belfast; and to discuss the University's economic and social contribution to the United Kingdom.,Subject,Treasurer,Gavin Robinson,Democratic Unionist Party
All-Party Parliamentary Group on Queen's University Belfast,To be the main avenue of communication between parliamentarians and Queen's University Belfast; to provide an opportunity to examine issues relevant to Queen's University Belfast; and to discuss the University's economic and social contribution to the United Kingdom.,Subject,Officer,Nigel Dodds,Democratic Unionist Party
All-Party Parliamentary Group on Queen's University Belfast,To be the main avenue of communication between parliamentarians and Queen's University Belfast; to provide an opportunity to examine issues relevant to Queen's University Belfast; and to discuss the University's economic and social contribution to the United Kingdom.,Subject,Officer,Maria Caulfield,Conservative
